,location,location_next,location_2,location_3,location_4
3547,checkout,checkout,checkout,checkout,fruit
3366,fruit,checkout,checkout,fruit,checkout
3370,checkout,checkout,fruit,checkout,checkout
3394,dairy,fruit,checkout,checkout,drinks
3401,fruit,checkout,checkout,drinks,checkout
3434,checkout,checkout,drinks,checkout,checkout
3386,dairy,drinks,checkout,checkout,fruit
3395,drinks,checkout,checkout,fruit,spices
3404,checkout,checkout,fruit,spices,checkout
3373,dairy,fruit,spices,checkout,checkout
3396,fruit,spices,checkout,checkout,spices
3414,spices,checkout,checkout,spices,dairy
3420,checkout,checkout,spices,dairy,drinks
3516,dairy,spices,dairy,drinks,fruit
3521,spices,dairy,drinks,fruit,checkout
3548,dairy,drinks,fruit,checkout,checkout
3563,drinks,fruit,checkout,checkout,fruit
3585,fruit,checkout,checkout,fruit,spices
3603,checkout,checkout,fruit,spices,checkout
3373,dairy,fruit,spices,checkout,checkout
3396,fruit,spices,checkout,checkout,dairy
3414,spices,checkout,checkout,dairy,spices
3420,checkout,checkout,dairy,spices,dairy
3395,spices,dairy,spices,dairy,fruit
3402,dairy,spices,dairy,fruit,checkout
3517,spices,dairy,fruit,checkout,checkout
3527,dairy,fruit,checkout,checkout,checkout
3630,fruit,checkout,checkout,checkout,checkout
3640,checkout,checkout,checkout,checkout,checkout
3392,fruit,checkout,checkout,checkout,checkout
3407,checkout,checkout,checkout,checkout,drinks
3374,drinks,checkout,checkout,drinks,fruit
3441,checkout,checkout,drinks,fruit,drinks
3517,dairy,drinks,fruit,drinks,checkout
3531,drinks,fruit,drinks,checkout,checkout
3564,fruit,drinks,checkout,checkout,checkout
3609,drinks,checkout,checkout,checkout,checkout
3623,checkout,checkout,checkout,checkout,checkout
3374,drinks,checkout,checkout,checkout,checkout
3441,checkout,checkout,checkout,checkout,dairy
3396,fruit,checkout,checkout,dairy,checkout
3403,checkout,checkout,dairy,checkout,checkout
3393,fruit,dairy,checkout,checkout,drinks
3400,dairy,checkout,checkout,drinks,checkout
3405,checkout,checkout,drinks,checkout,checkout
3375,dairy,drinks,checkout,checkout,spices
3383,drinks,checkout,checkout,spices,dairy
3397,checkout,checkout,spices,dairy,checkout
3522,drinks,spices,dairy,checkout,checkout
3539,spices,dairy,checkout,checkout,drinks
3549,dairy,checkout,checkout,drinks,checkout
3554,checkout,checkout,drinks,checkout,checkout
3375,dairy,drinks,checkout,checkout,checkout
3383,drinks,checkout,checkout,checkout,checkout
3397,checkout,checkout,checkout,checkout,checkout
3397,fruit,checkout,checkout,checkout,checkout
3404,checkout,checkout,checkout,checkout,drinks
3396,fruit,checkout,checkout,drinks,spices
3401,checkout,checkout,drinks,spices,dairy
3376,spices,drinks,spices,dairy,checkout
3384,drinks,spices,dairy,checkout,checkout
3415,spices,dairy,checkout,checkout,spices
3421,dairy,checkout,checkout,spices,checkout
3449,checkout,checkout,spices,checkout,checkout
3523,dairy,spices,checkout,checkout,drinks
3586,spices,checkout,checkout,drinks,spices
3610,checkout,checkout,drinks,spices,dairy
3376,spices,drinks,spices,dairy,checkout
3384,drinks,spices,dairy,checkout,checkout
3415,spices,dairy,checkout,checkout,dairy
3421,dairy,checkout,checkout,dairy,checkout
3449,checkout,checkout,dairy,checkout,checkout
3405,fruit,dairy,checkout,checkout,drinks
3414,dairy,checkout,checkout,drinks,checkout
3425,checkout,checkout,drinks,checkout,checkout
3397,dairy,drinks,checkout,checkout,dairy
3411,drinks,checkout,checkout,dairy,drinks
3427,checkout,checkout,dairy,drinks,checkout
304,fruit,dairy,drinks,checkout,checkout
327,dairy,drinks,checkout,checkout,drinks
335,drinks,checkout,checkout,drinks,spices
351,checkout,checkout,drinks,spices,drinks
328,dairy,drinks,spices,drinks,checkout
338,drinks,spices,drinks,checkout,checkout
341,spices,drinks,checkout,checkout,dairy
345,drinks,checkout,checkout,dairy,drinks
358,checkout,checkout,dairy,drinks,checkout
304,fruit,dairy,drinks,checkout,checkout
327,dairy,drinks,checkout,checkout,checkout
335,drinks,checkout,checkout,checkout,checkout
351,checkout,checkout,checkout,checkout,checkout
326,dairy,checkout,checkout,checkout,checkout
423,checkout,checkout,checkout,checkout,dairy
307,drinks,checkout,checkout,dairy,checkout
312,checkout,checkout,dairy,checkout,checkout
3377,spices,dairy,checkout,checkout,fruit
3385,dairy,checkout,checkout,fruit,checkout
3405,checkout,checkout,fruit,checkout,checkout
3524,dairy,fruit,checkout,checkout,dairy
3532,fruit,checkout,checkout,dairy,checkout
3540,checkout,checkout,dairy,checkout,checkout
3377,spices,dairy,checkout,checkout,dairy
3385,dairy,checkout,checkout,dairy,spices
3405,checkout,checkout,dairy,spices,checkout
3406,fruit,dairy,spices,checkout,checkout
3426,dairy,spices,checkout,checkout,fruit
3440,spices,checkout,checkout,fruit,dairy
3447,checkout,checkout,fruit,dairy,checkout
3408,dairy,fruit,dairy,checkout,checkout
3420,fruit,dairy,checkout,checkout,dairy
3434,dairy,checkout,checkout,dairy,fruit
3447,checkout,checkout,dairy,fruit,spices
3378,fruit,dairy,fruit,spices,fruit
3398,dairy,fruit,spices,fruit,drinks
3476,fruit,spices,fruit,drinks,checkout
3514,spices,fruit,drinks,checkout,checkout
3521,fruit,drinks,checkout,checkout,spices
3530,drinks,checkout,checkout,spices,checkout
3543,checkout,checkout,spices,checkout,checkout
3525,dairy,spices,checkout,checkout,dairy
3550,spices,checkout,checkout,dairy,fruit
3555,checkout,checkout,dairy,fruit,spices
3378,fruit,dairy,fruit,spices,fruit
3398,dairy,fruit,spices,fruit,drinks
3476,fruit,spices,fruit,drinks,checkout
3514,spices,fruit,drinks,checkout,checkout
3521,fruit,drinks,checkout,checkout,fruit
3530,drinks,checkout,checkout,fruit,spices
3543,checkout,checkout,fruit,spices,dairy
3422,dairy,fruit,spices,dairy,drinks
3427,fruit,spices,dairy,drinks,checkout
3435,spices,dairy,drinks,checkout,checkout
3448,dairy,drinks,checkout,checkout,fruit
3455,drinks,checkout,checkout,fruit,checkout
3486,checkout,checkout,fruit,checkout,checkout
3409,dairy,fruit,checkout,checkout,checkout
3412,fruit,checkout,checkout,checkout,checkout
3424,checkout,checkout,checkout,checkout,drinks
3379,fruit,checkout,checkout,drinks,fruit
3386,checkout,checkout,drinks,fruit,checkout
3533,spices,drinks,fruit,checkout,checkout
3541,drinks,fruit,checkout,checkout,checkout
3565,fruit,checkout,checkout,checkout,checkout
3569,checkout,checkout,checkout,checkout,checkout
3379,fruit,checkout,checkout,checkout,checkout
3386,checkout,checkout,checkout,checkout,checkout
3423,fruit,checkout,checkout,checkout,checkout
3428,checkout,checkout,checkout,checkout,checkout
3415,fruit,checkout,checkout,checkout,checkout
3435,checkout,checkout,checkout,checkout,drinks
3380,spices,checkout,checkout,drinks,fruit
3387,checkout,checkout,drinks,fruit,checkout
3534,fruit,drinks,fruit,checkout,checkout
3551,drinks,fruit,checkout,checkout,checkout
3570,fruit,checkout,checkout,checkout,checkout
3578,checkout,checkout,checkout,checkout,checkout
3380,spices,checkout,checkout,checkout,checkout
3387,checkout,checkout,checkout,checkout,dairy
3430,spices,checkout,checkout,dairy,checkout
3436,checkout,checkout,dairy,checkout,checkout
3416,spices,dairy,checkout,checkout,spices
3421,dairy,checkout,checkout,spices,fruit
3428,checkout,checkout,spices,fruit,checkout
3381,dairy,spices,fruit,checkout,checkout
3406,spices,fruit,checkout,checkout,fruit
3422,fruit,checkout,checkout,fruit,drinks
3458,checkout,checkout,fruit,drinks,spices
3542,dairy,fruit,drinks,spices,drinks
3552,fruit,drinks,spices,drinks,checkout
3566,drinks,spices,drinks,checkout,checkout
3572,spices,drinks,checkout,checkout,spices
3594,drinks,checkout,checkout,spices,fruit
3604,checkout,checkout,spices,fruit,checkout
3381,dairy,spices,fruit,checkout,checkout
3406,spices,fruit,checkout,checkout,drinks
3422,fruit,checkout,checkout,drinks,checkout
3458,checkout,checkout,drinks,checkout,checkout
3431,spices,drinks,checkout,checkout,dairy
3437,drinks,checkout,checkout,dairy,checkout
3441,checkout,checkout,dairy,checkout,checkout
3417,fruit,dairy,checkout,checkout,spices
3429,dairy,checkout,checkout,spices,fruit
3453,checkout,checkout,spices,fruit,checkout
3388,fruit,spices,fruit,checkout,checkout
3407,spices,fruit,checkout,checkout,drinks
3416,fruit,checkout,checkout,drinks,spices
3423,checkout,checkout,drinks,spices,fruit
3543,dairy,drinks,spices,fruit,checkout
3605,drinks,spices,fruit,checkout,checkout
3636,spices,fruit,checkout,checkout,spices
3673,fruit,checkout,checkout,spices,fruit
3688,checkout,checkout,spices,fruit,checkout
3388,fruit,spices,fruit,checkout,checkout
3407,spices,fruit,checkout,checkout,drinks
3416,fruit,checkout,checkout,drinks,checkout
3423,checkout,checkout,drinks,checkout,checkout
3432,fruit,drinks,checkout,checkout,fruit
3442,drinks,checkout,checkout,fruit,checkout
3467,checkout,checkout,fruit,checkout,checkout
3418,spices,fruit,checkout,checkout,drinks
3425,fruit,checkout,checkout,drinks,spices
3430,checkout,checkout,drinks,spices,dairy
3389,fruit,drinks,spices,dairy,fruit
3399,drinks,spices,dairy,fruit,dairy
3408,spices,dairy,fruit,dairy,fruit
3417,dairy,fruit,dairy,fruit,checkout
3424,fruit,dairy,fruit,checkout,checkout
3450,dairy,fruit,checkout,checkout,spices
3508,fruit,checkout,checkout,spices,dairy
3522,checkout,checkout,spices,dairy,fruit
3544,fruit,spices,dairy,fruit,checkout
3556,spices,dairy,fruit,checkout,checkout
3573,dairy,fruit,checkout,checkout,drinks
3689,fruit,checkout,checkout,drinks,spices
3697,checkout,checkout,drinks,spices,dairy
3389,fruit,drinks,spices,dairy,fruit
3399,drinks,spices,dairy,fruit,dairy
3408,spices,dairy,fruit,dairy,fruit
3417,dairy,fruit,dairy,fruit,checkout
3424,fruit,dairy,fruit,checkout,checkout
3450,dairy,fruit,checkout,checkout,drinks
3508,fruit,checkout,checkout,drinks,dairy
3522,checkout,checkout,drinks,dairy,fruit
3433,spices,drinks,dairy,fruit,checkout
3438,drinks,dairy,fruit,checkout,checkout
3449,dairy,fruit,checkout,checkout,dairy
3456,fruit,checkout,checkout,dairy,checkout
3462,checkout,checkout,dairy,checkout,checkout
3422,fruit,dairy,checkout,checkout,spices
3426,dairy,checkout,checkout,spices,drinks
3442,checkout,checkout,spices,drinks,fruit
3390,dairy,spices,drinks,fruit,drinks
3523,spices,drinks,fruit,drinks,spices
3535,drinks,fruit,drinks,spices,fruit
3544,fruit,drinks,spices,fruit,drinks
3563,drinks,spices,fruit,drinks,fruit
3573,spices,fruit,drinks,fruit,dairy
3576,fruit,drinks,fruit,dairy,spices
3587,drinks,fruit,dairy,spices,drinks
3597,fruit,dairy,spices,drinks,spices
3613,dairy,spices,drinks,spices,drinks
3671,spices,drinks,spices,drinks,spices
3675,drinks,spices,drinks,spices,dairy
3708,spices,drinks,spices,dairy,checkout
3722,drinks,spices,dairy,checkout,checkout
3733,spices,dairy,checkout,checkout,checkout
3737,dairy,checkout,checkout,checkout,checkout
3741,checkout,checkout,checkout,checkout,spices
3557,drinks,checkout,checkout,spices,drinks
3574,checkout,checkout,spices,drinks,fruit
3390,dairy,spices,drinks,fruit,drinks
3523,spices,drinks,fruit,drinks,spices
3535,drinks,fruit,drinks,spices,fruit
3544,fruit,drinks,spices,fruit,drinks
3563,drinks,spices,fruit,drinks,fruit
3573,spices,fruit,drinks,fruit,dairy
3576,fruit,drinks,fruit,dairy,spices
3587,drinks,fruit,dairy,spices,drinks
3597,fruit,dairy,spices,drinks,spices
3613,dairy,spices,drinks,spices,drinks
3671,spices,drinks,spices,drinks,spices
3675,drinks,spices,drinks,spices,dairy
3708,spices,drinks,spices,dairy,checkout
3722,drinks,spices,dairy,checkout,checkout
3733,spices,dairy,checkout,checkout,checkout
3737,dairy,checkout,checkout,checkout,checkout
3741,checkout,checkout,checkout,checkout,dairy
3443,fruit,checkout,checkout,dairy,checkout
3450,checkout,checkout,dairy,checkout,checkout
3431,spices,dairy,checkout,checkout,drinks
3432,dairy,checkout,checkout,drinks,checkout
3436,checkout,checkout,drinks,checkout,checkout
3391,dairy,drinks,checkout,checkout,spices
3432,drinks,checkout,checkout,spices,dairy
3451,checkout,checkout,spices,dairy,spices
3558,dairy,spices,dairy,spices,drinks
3575,spices,dairy,spices,drinks,checkout
3579,dairy,spices,drinks,checkout,checkout
3630,spices,drinks,checkout,checkout,drinks
3651,drinks,checkout,checkout,drinks,checkout
3721,checkout,checkout,drinks,checkout,checkout
3391,dairy,drinks,checkout,checkout,dairy
3432,drinks,checkout,checkout,dairy,drinks
3451,checkout,checkout,dairy,drinks,checkout
3444,fruit,dairy,drinks,checkout,checkout
3451,dairy,drinks,checkout,checkout,dairy
3468,drinks,checkout,checkout,dairy,checkout
3474,checkout,checkout,dairy,checkout,checkout
3437,fruit,dairy,checkout,checkout,drinks
3466,dairy,checkout,checkout,drinks,checkout
3478,checkout,checkout,drinks,checkout,checkout
3392,fruit,drinks,checkout,checkout,drinks
3400,drinks,checkout,checkout,drinks,checkout
3409,checkout,checkout,drinks,checkout,checkout
3559,spices,drinks,checkout,checkout,drinks
3576,drinks,checkout,checkout,drinks,checkout
3595,checkout,checkout,drinks,checkout,checkout
3392,fruit,drinks,checkout,checkout,checkout
3400,drinks,checkout,checkout,checkout,checkout
3409,checkout,checkout,checkout,checkout,checkout
3445,drinks,checkout,checkout,checkout,checkout
3469,checkout,checkout,checkout,checkout,dairy
3438,fruit,checkout,checkout,dairy,drinks
3443,checkout,checkout,dairy,drinks,checkout
305,fruit,dairy,drinks,checkout,checkout
308,dairy,drinks,checkout,checkout,spices
322,drinks,checkout,checkout,spices,drinks
328,checkout,checkout,spices,drinks,spices
329,fruit,spices,drinks,spices,dairy
359,spices,drinks,spices,dairy,fruit
364,drinks,spices,dairy,fruit,checkout
369,spices,dairy,fruit,checkout,checkout
377,dairy,fruit,checkout,checkout,dairy
388,fruit,checkout,checkout,dairy,drinks
430,checkout,checkout,dairy,drinks,checkout
305,fruit,dairy,drinks,checkout,checkout
308,dairy,drinks,checkout,checkout,dairy
322,drinks,checkout,checkout,dairy,checkout
328,checkout,checkout,dairy,checkout,checkout
327,spices,dairy,checkout,checkout,drinks
368,dairy,checkout,checkout,drinks,checkout
378,checkout,checkout,drinks,checkout,checkout
313,fruit,drinks,checkout,checkout,checkout
363,drinks,checkout,checkout,checkout,checkout
369,checkout,checkout,checkout,checkout,checkout
3393,dairy,checkout,checkout,checkout,checkout
3425,checkout,checkout,checkout,checkout,checkout
3560,fruit,checkout,checkout,checkout,checkout
3567,checkout,checkout,checkout,checkout,checkout
3393,dairy,checkout,checkout,checkout,checkout
3425,checkout,checkout,checkout,checkout,fruit
3452,dairy,checkout,checkout,fruit,drinks
3487,checkout,checkout,fruit,drinks,spices
3439,drinks,fruit,drinks,spices,drinks
3444,fruit,drinks,spices,drinks,checkout
3448,drinks,spices,drinks,checkout,checkout
3467,spices,drinks,checkout,checkout,drinks
3473,drinks,checkout,checkout,drinks,checkout
3479,checkout,checkout,drinks,checkout,checkout
3401,dairy,drinks,checkout,checkout,checkout
3410,drinks,checkout,checkout,checkout,checkout
3426,checkout,checkout,checkout,checkout,drinks
3561,drinks,checkout,checkout,drinks,checkout
3571,checkout,checkout,drinks,checkout,checkout
3401,dairy,drinks,checkout,checkout,checkout
3410,drinks,checkout,checkout,checkout,checkout
3426,checkout,checkout,checkout,checkout,checkout
3457,dairy,checkout,checkout,checkout,checkout
3470,checkout,checkout,checkout,checkout,checkout
3440,spices,checkout,checkout,checkout,checkout
3445,checkout,checkout,checkout,checkout,checkout
3411,fruit,checkout,checkout,checkout,checkout
3418,checkout,checkout,checkout,checkout,checkout
3580,spices,checkout,checkout,checkout,checkout
3587,checkout,checkout,checkout,checkout,drinks
3411,fruit,checkout,checkout,drinks,checkout
3418,checkout,checkout,drinks,checkout,checkout
3458,dairy,drinks,checkout,checkout,fruit
3488,drinks,checkout,checkout,fruit,checkout
3528,checkout,checkout,fruit,checkout,checkout
3441,dairy,fruit,checkout,checkout,checkout
3449,fruit,checkout,checkout,checkout,checkout
3454,checkout,checkout,checkout,checkout,checkout
3412,fruit,checkout,checkout,checkout,checkout
3433,checkout,checkout,checkout,checkout,checkout
3581,fruit,checkout,checkout,checkout,checkout
3624,checkout,checkout,checkout,checkout,fruit
3412,fruit,checkout,checkout,fruit,checkout
3433,checkout,checkout,fruit,checkout,checkout
3459,dairy,fruit,checkout,checkout,checkout
3475,fruit,checkout,checkout,checkout,checkout
3482,checkout,checkout,checkout,checkout,fruit
3446,dairy,checkout,checkout,fruit,checkout
3450,checkout,checkout,fruit,checkout,checkout
3427,dairy,fruit,checkout,checkout,checkout
3436,fruit,checkout,checkout,checkout,checkout
3442,checkout,checkout,checkout,checkout,fruit
3582,dairy,checkout,checkout,fruit,checkout
3596,checkout,checkout,fruit,checkout,checkout
3427,dairy,fruit,checkout,checkout,dairy
3436,fruit,checkout,checkout,dairy,checkout
3442,checkout,checkout,dairy,checkout,checkout
3460,fruit,dairy,checkout,checkout,checkout
3483,dairy,checkout,checkout,checkout,checkout
3601,checkout,checkout,checkout,checkout,drinks
3451,spices,checkout,checkout,drinks,spices
3462,checkout,checkout,drinks,spices,drinks
3428,dairy,drinks,spices,drinks,checkout
3434,drinks,spices,drinks,checkout,checkout
3443,spices,drinks,checkout,checkout,fruit
3452,drinks,checkout,checkout,fruit,drinks
3464,checkout,checkout,fruit,drinks,checkout
3583,drinks,fruit,drinks,checkout,checkout
3597,fruit,drinks,checkout,checkout,drinks
3606,drinks,checkout,checkout,drinks,spices
3631,checkout,checkout,drinks,spices,drinks
3428,dairy,drinks,spices,drinks,checkout
3434,drinks,spices,drinks,checkout,checkout
3443,spices,drinks,checkout,checkout,dairy
3452,drinks,checkout,checkout,dairy,spices
